wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
3.0,1.0,0.0,1.0,30.0,3.0,0.0,1.0,2.0,2.0,315.0,0.0,0.0,0.0,0.333333,0.0,0.0,104.0,1.0,0.6667,-1.0
8.0,1.0,0.0,8.0,19.0,0.0,7.0,1.0,8.0,0.642857,333.0,0.5,0.0,0.0,0.46875,0.0,0.0,40.375,6.0,2.125,-1.0
16.0,3.0,0.0,4.0,28.0,120.0,1.0,3.0,16.0,1.066667,104.0,0.0,0.0,0.625,0.53125,0.0,0.0,5.4375,1.0,0.9375,-1.0
5.0,3.0,3.0,4.0,7.0,4.0,4.0,0.0,5.0,0.5,29.0,1.0,0.0,0.944444,0.6,0.0,0.0,4.6,1.0,0.2,-1.0
5.0,4.0,2.0,5.0,7.0,4.0,5.0,0.0,5.0,0.5,29.0,1.0,0.0,0.944444,0.6,0.0,0.0,4.6,1.0,0.2,-1.0
4.0,5.0,0.0,1.0,8.0,6.0,0.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,-1.0
4.0,4.0,0.0,3.0,8.0,6.0,2.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,-1.0
4.0,4.0,0.0,3.0,8.0,6.0,2.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,-1.0
4.0,5.0,0.0,2.0,8.0,6.0,1.0,1.0,4.0,2.0,20.0,0.0,0.0,1.0,0.666667,0.0,0.0,4.0,0.0,0.0,-1.0
6.0,1.0,0.0,5.0,25.0,7.0,2.0,3.0,4.0,0.75,230.0,1.0,0.0,0.0,0.55,0.0,0.0,36.666667,9.0,2.0,1.0
22.0,1.0,1.0,14.0,56.0,197.0,4.0,10.0,16.0,0.813853,378.0,0.545455,1.0,0.0,0.369048,0.0,0.0,15.681818,4.0,1.0455,1.0
2.0,1.0,0.0,6.0,8.0,1.0,0.0,6.0,2.0,2.0,28.0,0.0,0.0,0.0,0.5,0.0,0.0,13.0,1.0,0.5,1.0
12.0,1.0,0.0,7.0,30.0,48.0,2.0,5.0,9.0,0.818182,322.0,1.0,2.0,0.0,0.5,0.0,0.0,25.25,4.0,1.4167,1.0
10.0,2.0,2.0,5.0,20.0,0.0,2.0,3.0,10.0,0.0,53.0,1.0,1.0,0.64,0.55,1.0,2.0,4.2,1.0,0.9,-1.0
