wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
4.0,1.0,1.0,10.0,26.0,4.0,3.0,7.0,2.0,0.833333,193.0,1.0,0.0,0.0,0.416667,0.0,0.0,46.75,6.0,2.0,1.0
14.0,3.0,0.0,6.0,34.0,19.0,2.0,4.0,13.0,1.076923,379.0,1.0,0.0,0.555556,0.385714,1.0,4.0,26.0,3.0,1.4286,1.0
32.0,2.0,0.0,7.0,64.0,312.0,1.0,6.0,32.0,0.909274,614.0,0.8125,0.0,0.38,0.265625,1.0,5.0,17.6875,1.0,0.9688,-1.0
3.0,3.0,0.0,6.0,4.0,1.0,5.0,1.0,3.0,2.0,24.0,0.0,0.0,0.875,0.555556,0.0,0.0,7.0,2.0,1.3333,-1.0
31.0,2.0,0.0,5.0,55.0,281.0,0.0,5.0,31.0,0.940909,567.0,0.545455,0.0,0.387755,0.230415,1.0,5.0,16.580645,3.0,1.0645,-1.0
15.0,2.0,0.0,6.0,31.0,43.0,1.0,5.0,15.0,0.833333,229.0,0.666667,0.0,0.575758,0.333333,1.0,5.0,13.866667,1.0,0.9333,-1.0
27.0,2.0,0.0,8.0,47.0,195.0,3.0,5.0,27.0,0.875,484.0,0.833333,0.0,0.422222,0.265432,1.0,5.0,16.481481,2.0,1.037,1.0
9.0,2.0,0.0,10.0,27.0,6.0,5.0,5.0,9.0,0.875,180.0,0.333333,0.0,0.703704,0.355556,1.0,5.0,18.666667,2.0,1.1111,-1.0
17.0,2.0,0.0,10.0,48.0,38.0,3.0,8.0,17.0,0.822917,419.0,0.666667,1.0,0.542857,0.27451,1.0,5.0,23.294118,3.0,1.1765,-1.0
13.0,2.0,0.0,7.0,29.0,34.0,2.0,5.0,13.0,0.854167,179.0,0.5,0.0,0.612903,0.323077,1.0,5.0,12.461538,1.0,0.9231,-1.0
9.0,1.0,0.0,8.0,45.0,36.0,1.0,8.0,5.0,2.0,3581.0,0.0,0.0,0.0,0.296296,0.0,0.0,396.888889,3.0,1.3333,-1.0
12.0,2.0,0.0,15.0,49.0,0.0,8.0,8.0,11.0,0.757576,269.0,0.333333,0.0,0.633333,0.277778,1.0,5.0,21.166667,3.0,1.25,-1.0
7.0,1.0,0.0,6.0,16.0,9.0,5.0,1.0,3.0,1.164242,1460.0,0.003636,0.0,0.0,0.190476,0.0,0.0,168.285714,2.0,1.2857,-1.0
10.0,1.0,2.0,12.0,12.0,3.0,11.0,1.0,10.0,0.333333,69.0,1.0,0.0,0.0,0.34,0.0,0.0,5.8,2.0,1.0,-1.0
20.0,1.0,14.0,32.0,36.0,164.0,31.0,4.0,18.0,0.842105,141.0,1.0,0.0,0.0,0.2375,0.0,0.0,5.95,2.0,1.05,-1.0
1.0,1.0,0.0,19.0,1.0,0.0,19.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
2.0,1.0,0.0,19.0,2.0,1.0,19.0,1.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,-1.0
8.0,2.0,3.0,11.0,23.0,0.0,7.0,4.0,8.0,0.142857,115.0,1.0,0.0,0.571429,0.375,1.0,1.0,13.25,5.0,1.25,-1.0
15.0,2.0,0.0,7.0,32.0,43.0,1.0,6.0,15.0,0.833333,253.0,0.666667,0.0,0.575758,0.333333,1.0,5.0,15.466667,2.0,1.0,-1.0
15.0,2.0,0.0,7.0,33.0,43.0,1.0,6.0,15.0,0.833333,258.0,0.666667,0.0,0.575758,0.333333,1.0,5.0,15.8,2.0,1.0,-1.0
12.0,2.0,0.0,12.0,33.0,32.0,7.0,5.0,11.0,1.034091,320.0,0.125,0.0,0.633333,0.35,1.0,5.0,24.333333,13.0,1.9167,1.0
9.0,2.0,0.0,7.0,41.0,4.0,1.0,6.0,8.0,0.875,302.0,0.5,0.0,0.730769,0.35,1.0,5.0,32.111111,4.0,1.3333,1.0
